OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
OTX2	YY1	UP	Pubmed	;mus musculus	;17332747
OXT	ESR1	DOWN	Pubmed	human, Homo sapiens	;15842231
OXT	NR2C2	UP	pazar	hUman, Homo sapiens;	;
OXT	RORA	DOWN	pazar	mouse, Mus musculus;	pazar_pleiades_20100814;
PA2G4	E2F1	UP	Pubmed	;homo sapiens	;21085677
PAM	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
PANK1	PPARA	UP	Pubmed	hUman, Homo sapiens;	;14523052;
PAPSS2	SP1	UP	trrd;	hUman, Homo sapiens;	S10604;
PARK7	SP1	UP	trrd;	hUman, Homo sapiens;	S8364;
PAX3	GLI2	UP	Pubmed	mouse, Mus musculus;	;15039437
PAX4	HNF1A	UP	Pubmed	;mus musculus	;12837760
PAX4	NEUROG3	UP	Pubmed	;mus musculus	;12837760
PAX5	STAT5A	UP	Pubmed	mouse, Mus musculus;	;12811842;
PAX5	STAT5B	UP	Pubmed	mouse, Mus musculus;	;12811842;
PAX6	PAX6	UP	Pubmed	;homo sapiens	;17251190
PAX6	SMAD3	DOWN	Pubmed	;homo sapiens	;17251190
PAX6	SP1	UP	trrd;	hUman, Homo sapiens;	S8259;
PAX8	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;17693601
PBX1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;17254969
PC	PPARG	UP	Pubmed	;mus musculus	;15917242
PCCA	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
PCK1	CREBBP	UP	NFIRegulomeDB;	rat, Rattus norvegicus	;
PCK1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16804074;16492665;
PCK1	HNF4A	UP	Pubmed	;rattus norvegicus	;14722127
PCK1	NR2F1	DOWN	trrd	rAt, Rattus norvegicus	S7474;
PCK1	NR2F2	DOWN	trrd	rAt, Rattus norvegicus	S7474;
PCK1	SP1	UP	Pubmed	human, Homo sapiens;rattus norvegicus	;14744869
PCK1	SREBF1	DOWN	Pubmed	;rattus norvegicus	;14744869; 14722127
PCK1	SREBF2	DOWN	Pubmed	;rattus norvegicus	;14744869
PCK2	NR1H2	DOWN	Pubmed	human, Homo sapiens	;19258656
PCK2	NR1H3	DOWN	Pubmed	human, Homo sapiens	;19258656
PCNA	E2F1	UP	Pubmed	;homo sapiens	;12782299; 1261188
PCNA	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
PCNA	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;1280813111085504;
PCNA	SP1	UP	trrd;	hUman, Homo sapiens;	S1917;
PCNA	TP53	UP	Pubmed	human, Homo sapiens;	;15358233
PCSK6	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
PCSK6	E2F1	UP	Pubmed	;homo sapiens	;17825503
PCSK6	E2F2	UP	Pubmed	;homo sapiens	;17825503
PCSK6	E2F3	UP	Pubmed	;homo sapiens	;17825503
PCYT1A	E2F1	UP	Pubmed	;mus musculus	;20096375
PCYT1A	SP1	UP	Pubmed	mouse, Mus musculus;mus musculus	;20096375
PCYT1A	SREBF1	UP	Pubmed	;mus musculus	;11483628
PCYT1A	SREBF2	UP	Pubmed	;mus musculus	;11483628
PCYT2	SREBF1	UP	Pubmed	human, Homo sapiens;	;11483628
PCYT2	SREBF2	UP	Pubmed	human, Homo sapiens;	;11483628
PDCD5	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
PDCD6IP	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
PDE4B	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
PDE9A	GLI1	UP	Pubmed	mus musculus;	;19095649
PDGFB	EGR1	UP	Pubmed;pazar	human, Homo sapiens;	;8596917;pazar_pleiades;
PDGFB	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
PDGFB	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
PDGFB	NFKB1	UP	Pubmed	human, Homo sapiens	;15175554;
PDGFRA	E2F1	UP	Pubmed	;mus musculus	;18323664
PDK4	E2F1	UP	Pubmed	;homo sapiens	;18667418
PDK4	FOXO1	UP	Pubmed	human, Homo sapiens; mus musculus	;15047604;17079227;12820900;
PDX1	FOXA2	UP	Pubmed	;homo sapiens; mus musculus	;11278466
PDX1	HNF1A	UP	Pubmed	;homo sapiens; mus musculus	;11278466
PDX1	PDX1	UP	trrd	human, Homo sapiens;	S8028;
PDX1	SP1	UP	Pubmed	;homo sapiens; mus musculus	;11278466
PECAM1	NFKB1	UP	pazar	human, Homo sapiens	;
PECAM1	RELA	UP	pazar	human, Homo sapiens	;
PEG3	TP53	UP	Pubmed	human, Homo sapiens;	;11679586
PEMT	SP1	DOWN	Pubmed	;mus musculus	;20150657
PEMT	YY1	UP	Pubmed	;mus musculus	;20150657
PENK	JUN	UP	NFIregulomeDB;	human, Homo sapiens;	;
PENK	TFAP4	UP	NfiRegulomeDB	human, Homo sapiens;	;
PER1	SP1	UP	trrd;	mouse, Mus musculus;	S10589;
PERP	TP53	UP	pazar	mouse, Mus musculus; homo sapiens	pazar_ABS;pazar_pleiades;
PEX19	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
PF4	ETS1	UP	trrd;	rat, Rattus norvegicus	S4712;
PF4	GLI1	DOWN	Pubmed	mus musculus;	;19095649
PFKFB1	AR	UP	Pubmed	rat, Rattus norvegicus	168;
PFKFB1	E2F1	UP	Pubmed	;mus musculus	;12139485
PFKL	HIF1A	UP	Pubmed	human, Homo sapiens	;8089148;
PFKM	MYC	UP	Pubmed	human, Homo sapiens	;11983916
PGC	AR	UP	Pubmed	human, Homo sapiens;	8663058;
PGK1	HIF1A	UP	Pubmed	human, Homo sapiens	;8089148
PHB	MYC	UP	Pubmed	human, Homo sapiens;	;11983916
PHEX	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;19213727
PHLDA3	TP53	UP	pazar	hUman, Homo sapiens;	pazar_ABS;
PHLPP1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;20338229;
PI3	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
PIAS1	MYC	UP	Pubmed	human, Homo sapiens	;11983916
PIDD	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;
PIGQ	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
PIK3CA	FOXO3	UP	Pubmed	mouse, Mus musculus;	;18644865;
PIK3CA	TP53	DOWN	pazar	hUman, Homo sapiens;	pazar_ABS;pazar_pleiades;
PIK3R1	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
PIK3R3	SREBF1	UP	Pubmed	hUman, Homo sapiens;	;17452746
PIM1	SP1	UP	trrd;	hUman, Homo sapiens;	S792;
PIN1P1	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
PINK1	FOXO3	UP	Pubmed	;homo sapiens; mus musculus	;0;19276113
PITPNB	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
PITX1	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
PITX1	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
PITX2	LEF1	UP	NfiRegulomeDB	mouse, Mus musculus;	;
PKD1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12048202
PKLR	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
PKLR	SREBF1	UP	Pubmed	;rattus norvegicus	;12177166
PKLR	USF1	UP	Pubmed	human, Homo sapiens;rattus norvegicus	;12177166
PKM2	SP3	UP	trrd	rAt, Rattus norvegicus	S6402;
PLA2G2A	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;18519687
PLA2G4A	SP1	UP	trrd;	rAt, Rattus norvegicus	S7492;
PLA2G6	SREBF2	UP	Pubmed	;homo sapiens	;15450207
PLAU	FOXO3	DOWN	Pubmed	human, Homo sapiens	;18239069;
PLAU	NFKB1	UP	Pubmed	human, Homo sapiens	;11689575;
PLAUR	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;9990071
PLAUR	JUN	UP	trrd;	human, Homo sapiens;	S5779;
PLAUR	SP1	UP	trrd;	hUman, Homo sapiens;	S5784;
PLF	JUN	UP	trrd;	mouse, Mus musculus;	S1892;
PLK1	E2F1	UP	Pubmed	;homo sapiens	;18439978
PLK1	E2F2	UP	Pubmed	;homo sapiens	;18439978
PLK1	E2F3	UP	Pubmed	;homo sapiens	;18439978
PLK1	TP53	DOWN	Pubmed	human, Homo sapiens;	;15016801
PLK2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
PLK3	E2F1	UP	Pubmed	;homo sapiens	;18439978
PLK3	E2F2	UP	Pubmed	;homo sapiens	;18439978
PLK3	E2F3	UP	Pubmed	;homo sapiens	;18439978
PLK4	E2F1	UP	Pubmed	;homo sapiens	;18439978
PLK4	E2F2	UP	Pubmed	;homo sapiens	;18439978
PLK4	E2F3	UP	Pubmed	;homo sapiens	;18439978
PLS3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
PLSCR1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665
PLSCR1	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
PLTP	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
PLTP	NR1H2	UP	Pubmed	human, Homo sapiens	;19258656
PLTP	NR1H3	UP	Pubmed	human, Homo sapiens	;19258656
PLXNA2	GLI1	UP	Pubmed	mus musculus;	;19095649
PMAIP1	MYC	UP	Pubmed	;homo sapiens	;18042711
PMAIP1	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
PMEL	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
PMEPA1	AR	UP	Pubmed	human, Homo sapiens;	10873380;17553164;
PML	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12384561
PML	TP53	UP	Pubmed	human, Homo sapiens;	;14992722
PNMT	EGR1	UP	trrd;	rat, Rattus norvegicus	S10685;
PNMT	SP1	UP	trrd;	rAt, Rattus norvegicus	S10684;
PNP	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
PNRC1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
PNRC2	E2F1	DOWN	Pubmed	;mus musculus	;16181749
PNRC2	NFYA	UP	Pubmed	;mus musculus	;16181749
POLA1	E2F1	UP	Pubmed	human, Homo sapiens;homo sapiens	;7929342
POLA1	GABPA	UP	Pubmed	mouse, Mus musculus; homo sapiens	;11004506
POLA1	SP1	UP	Pubmed	human, Homo sapiens; mus musculus	;11004506
POLB	SP1	DOWN	trrd;	human, Homo sapiens; Mh	S494;
POLD1	E2F1	UP	pazar;Pubmed	human, Homo sapiens	pazar_ABS;11799067;
POLD1	E2F4	UP	pazar;Pubmed	human, Homo sapiens	pazar_ABS;11799067;
POLD1	TP53	DOWN	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
POLE2	E2F1	UP	pazar;Pubmed	human, Homo sapiens	pazar_ABS;11433027;
POLE3	E2F1	UP	Pubmed	;homo sapiens	;16403426
POLE3	E2F2	UP	Pubmed	;homo sapiens	;16403426
POLE3	E2F3	UP	Pubmed	;homo sapiens	;16403426
POLE3	E2F4	UP	Pubmed	;homo sapiens	;16403426
POLE3	MYC	UP	Pubmed	;homo sapiens	;16403426
POLR2F	MYC	UP	Pubmed	human, Homo sapiens	;11983916
POMC	CREB1	UP	trrd;	rat, Rattus norvegicus	S7596;
POMC	JUN	UP	trrd;	rat, Rattus norvegicus	S7597;
POU1F1	POU1F1	DOWN	NfiRegulomeDB	human, Homo sapiens	;
POU2AF1	CREB1	UP	trrd;	mouse, Mus musculus;	S9981;
POU5F1	NR5A1	UP	Pubmed	;homo sapiens; mus musculus	S8071;17226773; 
POU5F1	POU5F1	UP	Pubmed	mouse, Mus musculus;mus musculus	;15557334
POU5F1	RARA	DOWN	Pubmed	;mus musculus	;20564199
POU5F1	SOX2	UP	Pubmed	;mus musculus	;15557334
PPAP2B	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
PPARD	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;11943708
PPARG	CDX1	UP	Pubmed	;homo sapiens	19059241;
PPARG	CEBPA	UP	Pubmed	;mus musculus; homo sapiens	15632071; 16580992; 19059241;
PPARG	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15665104
PPARG	E2F1	UP	Pubmed	;homo sapiens	;12110166
PPARG	E2F4	DOWN	Pubmed	;homo sapiens	;12110166
PPARG	EBF1	UP	Pubmed	;mus musculus	;17060461
PPARG	GATA2	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
PPARG	GATA3	DOWN	pazar	mouse, Mus musculus;	Pazar_tfe;
PPARG	HIVEP2	UP	Pubmed	;mus musculus	;16580992
PPARG	SMAD1	UP	Pubmed	;mus musculus	;16580992
PPARG	SMAD4	UP	Pubmed	;mus musculus	;16580992
PPARG	TCF7	UP	Pubmed	mouse, Mus musculus;	;15665104
PPARGC1A	FOXO1	UP	Pubmed	human, Homo sapiens; mus musculus	;17390079;
PPARGC1A	FOXO3	UP	Pubmed	human, Homo sapiens; mus musculus	;17390079;
PPARGC1A	FOXO4	UP	Pubmed	human, Homo sapiens; mus musculus	;17390079;
PPAT	MYC	UP	Pubmed	human, Homo sapiens;	;14519204
PPID	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617
PPID	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
PPIF	MYC	UP	Pubmed	human, Homo sapiens	;11983916
PPP1CB	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
PPP1R13B	E2F1	UP	Pubmed	;homo sapiens	;15731768
PPP1R13B	E2F2	UP	Pubmed	;homo sapiens	;15731768
PPP1R13B	E2F3	UP	Pubmed	;homo sapiens	;15731768
PPP2R2B	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
PPP2R4	MYC	DOWN	Pubmed	human, Homo sapiens;	;12747840
PPP2R4	TP53	DOWN	Pubmed	;homo sapiens	;10787423
PPP2R4	YY1	UP	Pubmed	;homo sapiens	;10585862; 1078742
PRDM8	GLI1	UP	Pubmed	mus musculus;	;19095649
PRDX4	FOXO1	DOWN	Pubmed	human, Homo sapiens	;18301748
PRF1	STAT1	UP	Pubmed	human, Homo sapiens;	;10072525
PRF1	STAT3	UP	Pubmed	human, Homo sapiens;	;10072525
PRF1	STAT5A	UP	Pubmed	hUman, Homo sapiens;	;10072525;
PRF1	STAT5B	UP	Pubmed	hUman, Homo sapiens;	;10072525;
PRG2	GATA1	UP	pazar	human, Homo sapiens	pazar_pleiades;
PRG4	FOXO1	DOWN	Pubmed	human, Homo sapiens	;18301748
PRKAB1	TP53	UP	Pubmed	human, Homo sapiens;	;12771025
PRKACA	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
PRKCD	AR	UP	Pubmed	human, Homo sapiens;	17553165;
PRKCH	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
PRL	ETS1	UP	trrd;	rat, Rattus norvegicus	S3960;
PRL	FOXO1	UP	Pubmed	human, Homo sapiens	;17609436;
PRL	JUN	UP	trrd;	human, Homo sapiens;	S3945;
PRL2C3	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
PRL2C4	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
PRL2C4	TCF7L2	UP	Pubmed	mouse, Mus musculus;	;12154096
PRL3B1	ETS2	UP	trrd;	rat, Rattus norvegicus	S4365;
PRLR	NR5A1	UP	trrd;	rAt, Rattus norvegicus	S3063;
PRLR	SP1	UP	trrd;	rAt, Rattus norvegicus	S3705;
PRLR	SP3	UP	trrd	rAt, Rattus norvegicus	S3705;
PROC	HNF1A	DOWN	Pubmed	;homo sapiens	;11140943
PROC	SP1	UP	trrd;	hUman, Homo sapiens;	S5821;
PRODH	TP53	UP	Pubmed	human, Homo sapiens;	;18794809
PROKR1	GLI1	UP	Pubmed	mus musculus;	;19095649
PRPSAP1	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
PSAP	AR	UP	Pubmed	human, Homo sapiens;	17171640;
PSAP	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
PSAP	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
PSEN1	ETS1	UP	trrd;	human, Homo sapiens	S6767;
PSEN1	ETS2	UP	trrd;	human, Homo sapiens	S6767;
PSEN1	NOTCH1	DOWN	Pubmed	HUman, Homo sapiens;	;12960155
PSEN1	RBPJ	DOWN	Pubmed	HUman, Homo sapiens;	;12960155
PSENEN	CREB1	UP	Pubmed	human, Homo sapiens;	;16449647
PSG19	NFKB1	UP	Pubmed	rat, Rattus norvegicus	;11673260
PSG19	RBPJ	UP	Pubmed	Rat, Rattus norvegicus	;11673260;10677215
PSG19	RELA	UP	Pubmed	rat, Rattus norvegicus	;11673260
PSMB5	ETS1	UP	trrd;	mouse, Mus musculus;	S2748;
PSMB5	GABPA	UP	trrd;	mouse, Mus musculus;	S2748;
PSMB5	SP1	UP	trrd;	mouse, Mus musculus;	S2749;
PSMB6	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
PSMB8	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
PSMG1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840;
PSPN	ETS1	UP	trrd;	mouse, Mus musculus;	S8428;
PSPN	ETS2	UP	trrd;	mouse, Mus musculus;	S8428;
PTCH1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
PTCH1	GLI1	UP	Pubmed	human, Homo sapiens	;11719506;15087129
PTCH1	GLI2	UP	Pubmed	human, Homo sapiens; mus musculus	;14691458;9636069;15087129
PTCH2	GLI3	UP	Pubmed	human, Homo sapiens	;14691458
PTCRA	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;11825871
PTEN	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
PTEN	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
PTEN	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
PTGER4	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
PTGS2	CEBPA	UP	Pubmed	rat, Rattus norvegicus;mus musculus	20506344;
PTGS2	CEBPB	UP	Pubmed	human, Homo sapiens;homo sapiens; mus musculus	11278846; 20506344;
PTGS2	CEBPD	UP	Pubmed	mouse, Mus musculus;mus musculus	;20506344
PTGS2	CREB1	UP	Pubmed	human, Homo sapiens;	;17962194
PTGS2	CTNNB1	UP	Pubmed	human, Homo sapiens; mus musculus	;12154096
PTGS2	JUN	UP	trrd;	mouse, Mus musculus;	S7311;
PTGS2	RUNX2	UP	Pubmed	;mus musculus	;16476583
PTGS2	SREBF1	UP	Pubmed	;homo sapiens	;15716578
PTGS2	SREBF2	UP	Pubmed	;homo sapiens	;15716578
PTHLH	ETS1	UP	Pubmed	mouse, Mus musculus; homo sapiens	;12628005
PTHLH	ETS2	UP	Pubmed	mouse, Mus musculus; homo sapiens	;12628005
PTHLH	SMAD3	UP	Pubmed	hUman, Homo sapiens;	;11590145;
PTHLH	SMAD4	UP	Pubmed	hUman, Homo sapiens;	;11590145;
PTHLH	SP1	UP	trrd;	mouse, Mus musculus;	S5098;
PTMA	MYC	UP	trrd	rat, Rattus norvegicus	S7631;
PTMA	MYC	UP	trrd	rat, Rattus norvegicus	S7631;
PTMA	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
PTP4A1	EGR1	UP	Pubmed	human, Homo sapiens;	;9988683
PTPRO	E2F1	UP	Pubmed	;homo sapiens	;18644370
PTTG1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16705313;15514942
PTTG1	E2F1	UP	Pubmed	;homo sapiens	;19837943
PTTG1	SP1	UP	trrd;	mouse, Mus musculus;	S6364;
PTTG1	SP3	UP	trrd	mouse, Mus musculus;	S6364;
PTTG1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;16705313;15514942
PTX3	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;14557550
PTX3	JUN	UP	trrd;	human, Homo sapiens;	S4730;
PTX3	NFKB1	UP	pazar	human, Homo sapiens	;
PTX3	SP1	DOWN	trrd;	hUman, Homo sapiens;	S4728;
PURA	E2F1	UP	Pubmed	;mus musculus	;16741925
PURA	IRF3	DOWN	Pubmed	;homo sapiens	;21062477
PURA	NFYA	UP	Pubmed	;homo sapiens	;21062477
PVRL3	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
PYCR1	AR	UP	Pubmed	human, Homo sapiens;	17553165;
QPCT	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
RAB27A	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
RACGAP1	CUX1	DOWN	Pubmed	;homo sapiens	;19015243
RACGAP1	E2F1	UP	Pubmed	;homo sapiens	;19015243
RAD51	E2F1	UP	Pubmed	;homo sapiens	;16398215
RAD51	EGR1	UP	Pubmed	;homo sapiens	;16398215
RAD51	ETS1	UP	Pubmed	human, Homo sapiens	;16398215
RAD51	ETV4	UP	Pubmed	;homo sapiens	;16398215
RAD51	STAT5A	UP	Pubmed	;homo sapiens	;16398215
RAD51	STAT5B	UP	Pubmed	;homo sapiens	;16398215
RAD51	TP53	UP	Pubmed	;homo sapiens	;16398215
RAG1	GATA2	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
RAG1	GATA3	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
RAG2	GATA3	UP	pazar	mouse, Mus musculus;	Pazar_tfe;
RAN	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RANBP1	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RAPGEFL1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
RARA	SP1	UP	trrd;	human, Homo sapiens;	S5338;
RARB	MYC	DOWN	Pubmed	human, Homo sapiens;	;11085504
RARS	FOXO1	UP	Pubmed	human, Homo sapiens	;18301748
RASGRF1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617
RASL11B	GLI1	UP	Pubmed	mouse, Mus musculus;	;19095649
RASSF8	GLI1	UP	Pubmed	mouse, Mus musculus;	;19095649
RB1	E2F1	UP	Pubmed	human, Homo sapiens;homo sapiens; mus musculus	;8264596; 16738312
RB1	TP53	DOWN	Pubmed	human, Homo sapiens;	;1608930
RBBP4	E2F6	DOWN	Pubmed	;homo sapiens	;12909625
RBBP8	E2F6	DOWN	Pubmed	;homo sapiens	;12909625
RBL2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16493026;
RBL2	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16493026;11884591;
RBL2	FOXO4	UP	Pubmed	human, Homo sapiens; mus musculus	;11884591
RBM24	GLI1	UP	Pubmed	mouse, Mus musculus;	;19095649
RBP1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
RBP1	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RBPMS	GLI1	UP	Pubmed	mouse, Mus musculus;	;19095649
RCC1	MYC	UP	Pubmed	human, Homo sapiens	;14519204
RCN1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
RCVRN	RBPJ	UP	Pubmed	mus musculus;	;15979417
REG1A	SP3	UP	trrd	rAt, Rattus norvegicus	S7093;
REL	NOTCH1	UP	Pubmed	Mouse, Mus musculus;	;11591772
REL	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;11591772
RELA	EGR1	DOWN	Pubmed	human, Homo sapiens;	;10671503;
RELA	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
RELA	NOTCH1	UP	Pubmed	Mouse, Mus musculus;	;11591772
RELA	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;11591772
RELB	NOTCH1	UP	Pubmed	Mouse, Mus musculus;	;11591772
RELB	RBPJ	UP	Pubmed	Mouse, Mus musculus;	;11591772
RELN	KLF2	UP	Pubmed	;mus musculus	;21530336
REN	ETS1	UP	Pubmed	Rat, Rattus norvegicus	;15792957
REN	JUN	UP	trrd;	human, Homo sapiens;	S9069;
REN	NOTCH1	UP	Pubmed	RAt, Rattus norvegicus	;15792957
REN	RBPJ	UP	Pubmed	RAt, Rattus norvegicus	;15792957
REN1	CREB1	UP	NFIRegulomeDB;	mouse, Mus musculus;	;
REN1	SP1	UP	NfiRegulomeDB	mouse, Mus musculus;	;
REN1	SP3	UP	NfiRegulomeDB	mouse, Mus musculus;	;
RET	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;14557550
RETN	CEBPA	UP	Pubmed	mouse, Mus musculus;mus musculus; homo sapiens	11901161; 12730330; 19126543;
RETN	CEBPB	UP	Pubmed	;mus musculus	19126543;
RETN	PPARG	UP	Pubmed	;mus musculus	;19126543
RETN	SREBF1	UP	Pubmed	hUman, Homo sapiens;	;12730330
RFC1	SP1	UP	trrd;	mouse, Mus musculus;	S10528;
RFC1	SP3	UP	trrd	hUman, Homo sapiens;	S10518;
RFC2	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
RGS16	GLI1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
RGS16	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
RGS16	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
RGS16	YY1	DOWN	Pubmed	;mus musculus	;18046543
RGS4	GLI1	DOWN	Pubmed	mouse, Mus musculus;	;19095649
RHAG	GATA1	UP	pazar	human, Homo sapiens	pazar_pleiades;
RHOB	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RHOH	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
RLF	RBPJ	UP	Pubmed	mus musculus;	;15979417
RNASE3	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
RNF149	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
ROCK1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
ROCK1	LEF1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
RORC	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
RORC	ID1	DOWN	Pubmed	mouse, Mus musculus;	;18489764
RPE65	POU2F1	UP	NfiRegulomeDB	mouse, Mus musculus;	;
RPE65	TFAP4	UP	NfiRegulomeDB	mouse, Mus musculus;	;
RPIA	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
RPL10	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
RPL12	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL13	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
RPL19	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
RPL21	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL22	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
RPL23	MYC	UP	Pubmed	rat, Rattus norvegicus; homo sapiens	;11085504;14519204
RPL26	MYC	UP	Pubmed	human, Homo sapiens;	;12747840;11085504
RPL27	MYC	UP	Pubmed	human, Homo sapiens;	;11085504;12747840
RPL29	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17273793
RPL3	MYC	UP	Pubmed	human, Homo sapiens	;12747840;11983916;14519204
RPL30	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL32	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;11085504
RPL35	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL36A	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
RPL41	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
